title,abstract,journal,DOI,year
Bucket-handle tear of the triangular fibrocartilage complex: case report of a complex peripheral injury with separation of the distal radioulnar ligaments from the articular disc.,"Palmer previously proposed a classification system of triangular fibrocartilage complex (TFCC) injuries that proved to be useful in directing clinical management. However, dorsal peripheral tears (variants of class 1C) were not described and have rarely been reported in the literature since. We herewith present a rare case of bucket-handle tear of the TFCC. To our knowledge, this is the first case demonstrating partial separation of both the palmar and dorsal distal radioulnar ligaments (DRULs) from the articular disc. The particular wrist magnetic resonance (MR) arthrographic findings of this unusual complex peripheral TFCC tear (a variant of both class 1B and 1C) were nicely appreciated upon sagittal reformatted images.",Skeletal radiology,21922201,2011
A comparison of ulnar shortening osteotomy alone versus combined arthroscopic triangular fibrocartilage complex debridement and ulnar shortening osteotomy for ulnar impaction syndrome.,"BACKGROUND: This study compared the results of patients treated for ulnar impaction syndrome using an ulnar shortening osteotomy (USO) alone with those treated with combined arthroscopic debridement and USO.METHODS: The results of 27 wrists were reviewed retrospectively. They were divided into three groups: group A (USO alone, 10 cases), group B (combined arthroscopic debridement and USO, 9 cases), and group C (arthroscopic triangular fibrocartilage complex [TFCC] debridement alone, 8 cases). The wrist function was evaluated using the modified Mayo wrist score, disabilities of the arm, shoulder and hand (DASH) score and Chun and Palmer grading system.RESULTS: The modified Mayo wrist score in groups A, B, and C was 74.5 ± 8.9, 73.9 ± 11.6, and 61.3 ± 10.2, respectively (p &lt; 0.05). The DASH score in groups A, B, and C was 15.6 ± 11.8, 19.3 ± 11.9, and 33.2 ± 8.5, respectively (p &lt; 0.05). The average Chun and Palmer grading score in groups A and B was 85.7 ± 8.9 and 84.7 ± 6.7, respectively. The difference in the Mayo wrist score, DASH score and Chun and Palmer grading score between group A and B was not significant (p &gt; 0.05).CONCLUSIONS: Both USO alone and combined arthroscopic TFCC debridement with USO improved the wrist function and reduced the level of pain in the patients treated for ulnar impaction syndrome. USO alone may be the preferred method of treatment in patients if the torn flap of TFCC is not unstable.",Clinics in orthopedic surgery,21909465,2011
Role of MRI in the diagnosis and management of patients with clinical scaphoid fracture.,"PURPOSE: The American College of Radiologists (ACR) recognises the value of magnetic resonance imaging (MRI) as the investigation of choice in patients with a clinically suspected scaphoid fracture but normal plain radiographs. The Royal College of Radiologists (RCR) in the UK produces no similar guidelines, as evidenced by the inconsistent management of such cases in hospitals around the UK. In discussion with our musculoskeletal radiologists, we implemented new guidelines to standardise management of our patients and now report our findings.METHODS: A consecutive series of 137 patients referred to the orthopaedic department with clinically suspected scaphoid fracture but normal series of plain radiographs were prospectively followed up over a two-year period. We implemented the use of early MRI for these patients and determined its incidence of detected scaphoid injury in addition to other occult injuries. We then prospectively examined results of these findings on patient management.RESULTS: Thirty-seven (27%) MRI examinations were normal with no evidence of a bony or soft-tissue injury. Soft-tissue injury was diagnosed in 59 patients (43.4%). Of those, 46 were triangular fibrocartilage complex (TFCC) tears (33.8%) and 18 were intercarpal ligament injuries (13.2 %). Bone marrow oedema with no distinct fracture was discovered in 55 cases (40.4%). In 17 (12.5%) cases, this involved only the scaphoid. In the remainder, it also involved the other carpal bones or distal radius. Fracture(s) were diagnosed on 30 examinations (22.0%).CONCLUSIONS: MRI should be regarded as the gold standard investigation for patients in whom a scaphoid fracture is suspected clinically. It allows the diagnosis of occult bony and soft-tissue injuries that can present clinically as a scaphoid fracture; it also helps exclude patients with no fracture. We believe that there is a need to implement national guidelines for managing occult scaphoid fractures.",International orthopaedics,21898036,2011
Repair of foveal detachment of the triangular fibrocartilage complex: open and arthroscopic transosseous techniques.,"Because the radioulnar ligament attaches to the ulnar fovea and base of the ulnar styloid, foveal detachment of the triangular fibrocartilage complex (TFCC) induces severe distal radioulnar joint instability. This article describes both an arthroscopic and open repair technique to reattach the TFCC to the fovea. Both techniques reanchor the detached TFCC to the fovea. Both techniques are reliable and promising techniques in the repair of a foveal detachment of the TFCC.",Hand clinics,21871351,2011
Arthroscopic knotless peripheral ulnar-sided TFCC repair.,"Peripheral ulnar-sided tears of the triangular fibrocartilage complex (TFCC) are common injuries and are amenable to arthroscopic repair. This article describes an all-arthroscopic knotless technique for TFCC repair. This technique has the advantage of being all arthroscopic using 3 portals, has the ability to repair both the superficial and deep layers of the articular disk, repairs the articular disk directly back to bone, and does not require any suture knots that may irritate the surrounding soft tissues. The surgical technique is described in detail.",Hand clinics,21871350,2011
Foveal TFCC tear classification and treatment.,"During the last two decades, increased knowledge of functional anatomy and pathophysiology of the triangular fibrocartilage complex (TFCC) have contributed to a change in surgeons' perspective toward it. The earlier concept of the TFCC as the &quot;hammock&quot; structure of the ulnar carpus has updated to the &quot;iceberg&quot; concept, whereby the much larger &quot;submerged&quot; part represents the foveal insertions of the TFCC and functions as the stabilizer of the distal radioulnar joint and the ulnar carpus, thus lending it greater functional importance. This article presents an algorithm of the treatment of traumatic peripheral TFCC tear based on clinical, radiological, and arthroscopic findings.",Hand clinics,21871349,2011
Arthroscopic evaluation of the foveal attachment of the triangular fibrocartilage.,"Anatomical and biomechanical studies have highlighted the importance of the deep attachment of the TFCC for maintaining stability of the distal radioulnar joint (DRUJ). The standard arthroscopic assessment of the TFCC does not allow one to definitively determine whether the deep fibers are indeed intact, and establishing the diagnosis of a foveal detachment remains an exacting challenge. DRUJ arthroscopy is useful to assess the foveal fibers in any patient with DRUJ instability and can aid in the surgical decision making.",Hand clinics,21871348,2011
Radial side (1D) tears.,"The triangular fibrocartilage complex (TFCC) is the key structure at the wrist that facilitates the rotation of the radius and the carpus on the distal ulnar. The radial or type 1D tears of the TFCC are uncommon, but they pose a major disruption of the articular contact between the carpus and the distal ulna. The tears can heal by arthroscopically repairing the TFCC back to the radius using sutures through bone tunnels. This procedure allows patients to return to their work and sports activities with significant recovery of strength and range of motion.",Hand clinics,21871347,2011
All-arthroscopic repair of peripheral triangular fibrocartilage complex tears using FasT-Fix.,"Injury to the triangular fibrocartilage complex (TFCC) is a major source of ulnar-sided wrist pain that results in disability with common activities of daily living involving forearm rotation, for which operative management is indicated if conservative management fails. Past results with open repairs have been successful, but recent surgical advances have allowed the development of arthroscopic management. This article describes and reviews an all-arthroscopic technique of repair of Palmer type IB TFCC injuries with FasT-Fix suture technology (Smith and Nephew, Andover, MA, USA), which is advantageous both biomechanically and in terms of decreasing risk of morbidity.",Hand clinics,21871346,2011
Arthroscopic-assisted repair of avulsed triangular fibrocartilage complex to the fovea of the ulnar head: a 2- to 4-year follow-up study.,"PURPOSE: The objective of this study was to conduct a follow-up evaluation of an arthroscopic reattachment technique using an avulsed deep component of the triangular fibrocartilage complex (dc-TFCC) from the fovea of the distal ulna (ulnar fovea).METHODS: A retrospective study was performed on a consecutive cohort of 12 patients who underwent arthroscopic reattachment of the avulsed dc-TFCC into the ulnar fovea over a 24-month period. The mean age was 31 years (range, 20 to 50 years). There were 6 men and 6 women. This technique anchors the avulsed portion of the dc-TFCC to the ulnar fovea by means of a repair suture passed through the created osseous tunnel from the ulnar neck to the foveal surface. Postoperative clinical and functional outcomes were quantitatively evaluated with the Modified Mayo Wrist Score. The Disabilities of the Arm, Shoulder and Hand questionnaire served to assess each patient's subjective outcome. A questionnaire regarding each patient's return to his or her previous job was also completed. Radiographic evaluation was based on computed tomography and magnetic resonance imaging examinations.RESULTS: At the mean follow-up of 30 months, all patients had significant reduction of wrist pain. The mean Modified Mayo Wrist Score was 92.5 ± 7.5, and all patients were rated as having excellent or good clinical results. The Disabilities of the Arm, Shoulder and Hand score significantly improved from 59.5 ± 18.5 to 7.7 ± 11.9 postoperatively (P &lt; .0001). Of the 9 working patients, 7 returned to their previous work. Two patients had occasional extensor carpi ulnaris tendinitis after surgery. Magnetic resonance images at 12 weeks postoperatively showed findings indicating attachment of the triangular fibrocartilage complex (TFCC) to the fovea.CONCLUSIONS: Arthroscopic reattachment of the avulsed TFCC to the ulnar fovea by the described technique is a valid alternative for treating avulsion of the foveal TFCC insertion.",Arthroscopy : the journal of arthroscopic &amp; related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,21868189,2011
Arthroscopic assessment of intraarticular distal radius fractures--results of minimally invasive fixation.,"BACKGROUND: For many years, wrist arthroscopy has been used to diagnose and treat soft tissue lesions and to restore anatomic articular surface alignment in intraarticular fractures. However, there are no publications providing clear and precise indications for wrist arthroscopy in distal radius fractures. The aim of the study was to analyse factors influencing the outcomes of intraarticular distal radius fracture treatment with K-wire fixation under arthroscopic guidance in AO B1 and C1 type fractures.MATERIAL AND METHOD: A group of 26 patients (27 wrists) following an arthroscopic procedure (ARTR group) was the prospective component and 27 patients (27 wrists) following a non-arthroscopic procedure (OP group) constituted the retrospective part of the trial. Both groups consisted only of patients with B1 and C1 type fractures (10 and 17, respectively) according to the AO classification.RESULTS: In the ARTR group, there was a marked (statistically significant) difference between radiologically and arthroscopically assessed displacement. This underestimation of displacement was higher in B1 than C1 type fractures (statistically significant difference). Numerous associated injuries were identified, such as carpal bone cartilage injuries (85.19%), TFCC injury (59.26%) and SL ligament injuries (40.74%). Loose bodies were detected in 66.7% of the patients. In B1 type fractures, the most common ligamentous injury was a SL ligament lesion (50%), while in C1 fractures it was a TFCC lesion (70.59%). Comparing both groups (ARTR and OP), better clinical outcomes were observed in the ARTR group (though not statistically significant), with the most marked differences noted with regard to B1 type fractures.CONCLUSIONS: In B1 and C1 type intraarticular distal radius fractures, displacement visible during arthroscopy was greater than that seen on primary radiological assessment. In B1 type fractures, the difference between radiological and arthroscopic evaluation of displacement was more marked than in C1 fractures. It means that B1 type fractures can be highly &quot;misleading&quot;, because their radiological pattern suggested little displacement, while actual displacement was more pronounced. On the basis of our results, it might be concluded that wrist arthroscopy could become a standard, routine procedure in B1 type fractures. In C1 type fractures, the method of treatment would depend on the surgeon's preferences.","Ortopedia, traumatologia, rehabilitacja",21857068,2011
Accidental section of the ulnar nerve in the wrist during arthroscopy.,Arthroscopy of the wrist is a frequently performed procedure. Its role in diagnosis and treatment is significant. The complications of arthroscopy are well known and are described in the literature. We describe a case of accidental section of the ulnar nerve during repair of the triangular fibrocartilage complex during arthroscopy. The nerve section was caused by the trocar used for drainage in the 6U portal. We propose to establish the injury mechanism and describe a safe procedure for this examination.,Arthroscopy : the journal of arthroscopic &amp; related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,21820268,2011
Ligament reconstruction using the Fulkerson-Watson method to treat chronic isolated distal radioulnar joint instability: short-term results.,"OBJECTIVE: Isolated distal radioulnar instability may remain unrecognized during the acute period of trauma as it is difficult to diagnose, and does not become obvious until later when it has become chronic. We present early results in patients who underwent stabilization with extraarticular ligament reconstruction (Fulkerson-Watson reconstruction).METHODS: Four women and 1 man underwent surgery for chronic isolated distal radioulnar joint instability demonstrated in X-rays and magnetic resonance images. Arthroscopy revealed avulsion of the triangular fibrocartilage complex from the point of insertion in 3 patients, and peripheral tears in 2 patients. The peripheral tears were debrided arthroscopically. All patients had an adequate sigmoid notch and therefore underwent ligament reconstruction using the Fulkerson-Watson method. Postoperative evaluations were done with MRI.RESULTS: Mean follow-up was 15.5 months (range 6-26 months). Stability was achieved in all patients. The mean Quick-DASH symptom score decreased from 18.63 (15.90-22.72) to 6.81 (2.27-9.09) after surgery. A mean visual analogue score to assess pain decreased from 7.32 (6.30-8.40) to 1.88 (1.50-2.30) after surgery. Preoperative and postoperative measurements were 26° (passive 44°) and 47° (passive 65°) for active supination, 18° (passive 45°) and 49°(passive 68°) for active pronation, 20° (passive 43°) and 42° (passive 60°) for active wrist flexion,and 38° (passive 52°) and 45° (passive 59°) for active wrist extension.CONCLUSION: Surgical revision of distal radioulnar joint instability using Fulkerson-Watson reconstruction is easier than intraarticular techniques and satisfactorily re-establishes stability, provided that the sigmoid notch is adequate.",Acta orthopaedica et traumatologica turcica,21765230,2011
[Reconstruction of the distal radioulnar joint using the Herbert ulnar head prosthesis].,"OBJECTIVE: To provide painfree forearm rotation in patients with degenerative changes of the distal radioulnar joint (DRUJ). The primary goal is to stabilize the DRUJ in patients with an unstable stump of the distal ulna following resection arthroplasty with the secondary effect of restoring painfree forearm rotation.INDICATIONS: Instability of the distal ulna following various types of resection arthroplasties. Primary or secondary osteoarthritis of the DRUJ. Replacement of an ulnar head destroyed by tumor or trauma.CONTRAINDICATIONS: Longitudinal instability of the forearm (e.g., following an Essex-Lopresti-type of injury, resection of the radial head). Inadequate soft tissue with severe ulnocarpal ligamentous insufficiency. Radial deformity (must be corrected before replacement of the ulnar head).SURGICAL TECHNIQUE: In cases of osteoarthritis of the DRUJ, dorsal exposure of the distal radioulnar joint to the depth of the 5th extensor compartment. Raising of an ulnar-based capsuloretinacular flap by sharp dissection off the ulnar neck proximally and off the dorsal part of the triangular fibrocartilage complex (TFCC) distally. Osteotomy of the distal ulna corresponding to the preoperatively planned size of the prosthesis and removal of the ulnar head, while preserving the attachment of the TFCC within the capsuloretinacular flap. Reaming of the ulnar medullary canal. Insertion of a trial prosthesis. The trial prosthesis has to fit accurately into the shaft with a fluoroscopically documented ulna minus situation of minus 1-2 mm at the wrist joint level. After implanting the definite stem and ulnar head of the Herbert ulnar head prothesis (Martin Medizintechnik®, Tuttlingen, Germany), the capsuloretinacular flap is reattached to the dorsal rim of the sigmoid notch through drilling holes and under advanced tension. In patients with an unstable distal ulnar stump, the operative procedure is technically more demanding as it is more difficult to raise a sufficient capsuloretinacular flap and due to the loss of the ulnar head as an anatomic landmark.POSTOPERATIVE MANAGEMENT: Long arm cast with 70° elbow flexion, 40° forearm supination, and 20° wrist extension for 2 weeks. Subsequently forearm rotation is limited at 40° in a removable ulnar gutter splint. Six weeks postoperatively unlimited active range of motion is allowed and normal activities are gradually commenced. Return to maximum stress 12 weeks postoperatively.RESULTS: Patient satisfaction is high due to an increased forearm rotation, stronger grip force, and remarkable pain relief. In most patients with an unstable distal ulnar stump following resection arthroplasty of the DRUJ, stability can be restored.",Operative Orthopadie und Traumatologie,21590371,2011
Ulnar-sided wrist pain due to isolated disk tear of triangular fibrocartilage complex within the distal radioulnar joint: two case reports.,"Wrist arthroscopy has been successfully used with many modifications and improvements. However, distal radioulnar joint (DRUJ) arthroscopy is still uncommon. We experienced 2 cases of ulnar-sided wrist pain due to isolated triangular fibrocartilage complex (TFCC) disk tear within the DRUJ. DRUJ arthroscopy in these cases showed horizontal tear and fibrillation of TFCC disk without TFCC tear at the radiocarpal joint. Foveal attachment was intact in both cases. These were treated with debridement, which relieved pain after surgery and achieved good functional recovery. Although DRUJ arthroscopy is technically difficult, it is mandatory for making a diagnosis and treating ulnar-sided wrist pain.",Hand surgery : an international journal devoted to hand and upper limb surgery and related research : journal of the Asia-Pacific Federation of Societies for Surgery of the Hand,21548155,2011
Pathomechanisms of ulnar ligament lesions of the wrist in a cadaveric distal radius fracture model.,"BACKGROUND AND PURPOSE: Mechanisms of injury to ulnar-sided ligaments (stabilizing the distal radioulnar joint and the ulna to the carpus) associated with dorsally displaced distal radius fractures are poorly described. We investigated the injury patterns in a human cadaver fracture model.METHODS: Fresh frozen human cadaver arms were used. A dorsal open-wedge osteotomy was performed in the distal radius. In 8 specimens, pressure was applied to the palm with the wrist in dorsiflexion and ulnar-sided stabilizing structures subsequently severed. Dorsal angulation was measured on digitized radiographs. In 8 other specimens, the triangular fibrocartilage complex (TFCC) was forced into rupture by axially loading the forearm with the wrist in dorsiflexion. The ulnar side was dissected and injuries were recorded.RESULTS: Intact ulnar soft tissues limited the dorsal angulation of the distal radius fragment to a median of 32(o) (16-34). A combination of bending and shearing of the distal radius fragment was needed to create TFCC injuries. Both palmar and dorsal injuries were observed simultaneously in 6 of 8 specimens.INTERPRETATION: A TFCC injury can be expected when dorsal angulation of a distal radius fracture exceeds 32(o). The extensor carpi ulnaris subsheath may be a functionally integral part of the TFCC. Both dorsal and palmar structures can tear simultaneously. These findings may have implications for reconstruction of ulnar sided soft tissue injuries.",Acta orthopaedica,21504313,2011
Radioulnar laxity and clinical outcome do not correlate after a distal radius fracture.,"Injury to the triangular fibrocartilage complex associated with distal radius fracture may cause symptoms of ulnar instability. Assessed by a radioulnar stress test, increased laxity of the distal radioulnar joint has in two previous studies been depicted to be associated with poorer outcome. This prospective study of 40 adults investigates the correlation of this test with functional outcome as measured by DASH. No clinically significant difference was found in relation to this test at two and five years after injury. Therefore using this test alone to decide whether or not to perform an acute repair of the TFCC cannot be recommended.","The Journal of hand surgery, European volume",21467090,2011
The diagnostic accuracy of X-ray arthrography for triangular fibrocartilaginous complex injury: a systematic review and meta-analysis.,"The purpose of this study was to evaluate the diagnostic test accuracy of X-ray arthrography in the detection of TFCC tear. Both published and unpublished databases were searched from their inception to August 2010. All studies comparing the diagnostic accuracy of X-ray arthrography (index test) to arthroscopy (reference standard) for patients with suspected TFCC tears were included in this review. Twelve studies assessing 430 patients (430 wrists) satisfied the eligibility criteria and were included. X-ray arthrography presented with a pooled sensitivity of 76.2% and specificity of 92.5% for the detection of complete TFCC tear. The triple-compartment injection X-ray arthrography was superior to the single-compartment injection technique. To conclude, the diagnostic test accuracy of X-ray arthrography is limited. Neither the single- nor the triple-compartment injection arthrography method is acceptable, given their reported low sensitivities. Further evaluation of the diagnostic test accuracy of Magnetic Resonance Arthrography and Magnetic Resonance Imaging is therefore warranted.","The Journal of hand surgery, European volume",21467087,2011
All-arthroscopic repair of Palmer 1B triangular fibrocartilage complex tears using the FasT-Fix device.,"PURPOSE: The FasT-Fix device (Smith and Nephew Endoscopy, Andover, MA), initially developed for knee meniscal tears, is described for all-arthroscopic triangular fibrocartilage complex (TFCC) repairs. Potential benefits of this technique are ease of use, the lack of prominent suture knots, and strength of repair. This case series evaluates the early clinical outcomes of this technique.METHODS: We conducted a retrospective review of patients with TFCC Palmer type 1B injuries treated by 1 hand surgeon from 2005 to 2009. The patients' charts were reviewed for postoperative complications, range of motion, grip strength (percentage of contralateral), and return to full activity. In addition, each patient completed Quick Disabilities of the Arm, Shoulder, and Hand (QuickDASH) and Patient-Rated Wrist Evaluation (PRWE) questionnaires.RESULTS: Twelve patients had all-arthroscopic peripheral (1B) TFCC repairs using the FasT-Fix suture device. The mean follow-up period was 17.5 months (range, 11-27). Mean supination was 78° (± 14°), and mean grip strength was 64% (±16%) of the nonsurgical extremity by 3 months after surgery. All other range of motion was full. The mean QuickDASH score was 11 (±12), and the mean PRWE score was 19 (±14). Average time to full activity was 5 months. There were no surgical complications of the procedure. One patient complained of persistent ulnar-sided wrist pain 12 months after surgery and had an ulnar shortening osteotomy. Arthroscopy at the time of the osteotomy revealed that the TFCC was stable.CONCLUSIONS: At mean 1-year follow-up, 11 out of 12 patients achieved excellent subjective outcomes based on QuickDASH and PRWE questionnaires. Although range of motion and grip strength were slightly decreased compared to prior case series reports, the short-term results indicate that the FasT-Fix all-arthroscopic, all-inside technique is a safe and effective technique for repair of Palmer type 1B TFCC tears.",The Journal of hand surgery,21458928,2011
Nerve fiber staining investigations in traumatic and degenerative disc lesions of the wrist.,"PURPOSE: Traumatic and degenerative disc lesions cause ulnar-sided wrist pain. To date, anatomical investigations of cadaver triangular fibrocartilage discs examining the innervation of the triangular fibrocartilage complex have found no evidence of nerve fibers in the healthy disc. In this study, we immunohistologically investigated biopsies from patients with either central traumatic or degenerative disc lesions, to determine the existence of nerve fibers. We hypothesized that an ingrowth of nerve fibers causes ulnar-sided wrist pain associated with traumatic and degenerative disc lesions.METHODS: We included 32 patients with a traumatic Palmer 1A lesion and 17 patients with a degenerative Palmer 2C lesion in the study. We obtained a biopsy of each patient and stained the specimen with protein gene product 9.5 for nerve fiber detection.RESULTS: There were no nerve fibers in either traumatic or degenerative disc lesions. In addition, the marginal areas of the biopsies showed no evidence of nerve fibers.CONCLUSIONS: Traumatic and degenerative disc lesions show no ingrowth of nerve fibers.",The Journal of hand surgery,21435801,2011
[Treatment of triangular fibrocartilage complex tear under wrist arthroscopy].,"OBJECTIVE: To evaluate the treatment and effects of wrist arthroscopy in tear of triangular fibrocartilage complex (TFCC).METHODS: Between January 2006 and December 2008, 16 patients with tear of TFCC were treated. Of 16 patients, 11 were male and 5 were female with an average age of 32.5 years (range, 25-51 years). Injury was caused by sprain in 12 cases, and by falling in 4 cases. The locations were the left side in 10 cases and the right side in 6 cases. The mean injury duration was 3 months to 6 years and 2 months. The main clinical symptoms included wrist powerlessness and ulnar-sided wrist pain which was aggravated with clench fist and lifting heavy things. The results of the ulnar-sided wrist stress test were positive in 14 cases and negative in 2 cases. The preoperative values of wrist range of motion (ROM) were (45.58 +/- 5.18) degrees at volar flexion, (41.22 +/- 3.83) degrees at dorsal extension, (17.82 +/- 2.48) degrees at radial deviation, (21.35 +/- 4.61) degrees at ulnar deviation, (69.85 +/- 8.36) degrees at pronation, and (70.13 +/- 6.34) degrees at supination. According to Palmer standard, 10 cases of IA were treated with debridement; 3 cases of IB with suture and 1 of them failed and was partially excised; 2 cases of IC with debridement on triangular fibrocartilage disc, ulnolunate ligament, and ulnotriguetrum ligament; and 1 case of ID with trimming plastic operation.RESULTS: All incisions healed by first intention, and no complications of joint infection or neurovascular injury was found. All patients were followed up 14-38 months (mean, 18.5 months). Fifteen patients were restored to normal life and work without ulnar-sided wrist pain. One patient had no pain, but he had wrist powerless. The values of ROM at last follow-up were (50.16 +/- 6.21) degrees at volar flexion, (45.37 +/- 4.65) degrees at dorsal extension, (18.95 +/- 3.56) degrees at radial deviation, (26.28 +/- 5.09) degrees at ulnar deviation, (78.87 +/- 7.69) degrees at pronation, and (76.46 +/- 8.31) degrees at supination; showing significant differences when compared with preoperative values (P &lt; 0.05). According to Green-O'Brien standard, the results were excellent in 9 cases, good in 6 cases, fair in 1 case, and the excellent and good rate was 93.75%.CONCLUSION: The wrist arthroscopy not only can definitely diagnose tear of TFCC, but also is useful for treatment. In addition, the incision is small and the function is easy to recover, and the occurrence of chronic ulnar-sided wrist pain can be effectively avoided.",Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,21351599,2011
Pitfalls that may mimic injuries of the triangular fibrocartilage and proximal intrinsic wrist ligaments at MR imaging.,"Diagnosis of injuries to the ligamentous structures of the wrist can be a challenge, particularly when there is involvement of the small, complex structures of the proximal wrist. Recent advances in magnetic resonance (MR) imaging, especially in spatial and contrast resolution, have facilitated more precise visualization of these structures. However, there are a number of pitfalls that may cause difficulty in diagnosis of injuries to the triangular fibrocartilage complex (TFCC), lunotriquetral ligament, and scapholunate ligament. Use of inappropriate MR imaging sequences and MR imaging artifacts may decrease the accuracy of diagnosis of injuries to the TFCC and wrist ligaments, whereas variant anatomy of the proximal wrist structures may mimic disease of the TFCC and wrist ligaments. Knowledge of the detailed anatomy of the wrist, as well as variant patterns of structure morphology and signal intensity, can help differentiate actual disease from normal or variant appearances at assessment with MR imaging.","Radiographics : a review publication of the Radiological Society of North America, Inc",21257933,2011
Carpal contusions in an elite platform diver.,"Wrist and hand injuries are common in elite divers, as all correctly performed dives end with a head first entry into the water with the hands extended above the head. This case presentation was an Olympic level diver with 3 months of persistent dorsal wrist pain. MRI findings showed contiguous contusions to the lunate, capitate, hamate and distal radius and also a peripheral tear of the ulnar attachment of the triangular fibrocartilage complex (TFCC). The repeated dorsiflexion stress of entry into the water likely caused these injuries. Although the authors had suspected a TFCC injury and did find an isolated ulnar-sided peripheral tear, the complicating carpal contusions led us to choose a conservative treatment plan, which was the only intervention the patient ultimately required.",BMJ case reports,22707598,2011
TFCC reattachment after traumatic DRUJ instability: a simple alternative to arthroscopic management.,"With current trends favoring open reduction with internal fixation for distal radius fractures, distal radius-ulnar joint instabilities that were once clinically silent as a result of prolonged immobilization are now being recognized as a significant cause of morbidity. Arthroscopic management has proven to be both an effective and technically challenging treatment for triangular fibrocartilage complex (TFCC) tears. TFCC reattachment offers a safe, reproducible means of managing acute posttraumatic distal radioulnar join (DRUJ) instability after distal radius volar plating. With this technique, 30 patients at an average of 43 months were examined for continued DRUJ instability, range of motion, and radiographic evaluation for radius union, posttraumatic DRUJ arthritis, and hardware failure. Postoperative Gartland scores showed 88.6% excellent, 5.7% good, and 5.7% fair results. We conclude TFCC reattachment is a safe and effective alternative for treatment of acute DRUJ instability after open reduction with internal fixation of the distal radius, especially when equipment or experience does not support arthroscopic treatment.",Techniques in hand &amp; upper extremity surgery,21107219,2010
Interosseous membrane reconstruction for forearm longitudinal instability.,Forearm longitudinal instability results from an axial load to the forearm with fracture or dislocation of the radial head and disruption of the interosseous membrane and that of the distal radioulnar joint. Patients may present in the acute or chronic setting with radioulnar instability as manifested by persistent or new forearm discomfort and wrist and elbow pain. Reconstruction of the interosseous membrane has been described to restore longitudinal forearm stability. We describe reconstruction of the central band of the interosseous membrane with a bone-patellar tendon-bone graft. This procedure may be carried out in conjunction with radial head fixation or replacement and TFCC repair in the acute setting or ulnar shortening osteotomy in late presenting cases.,Techniques in hand &amp; upper extremity surgery,21107218,2010
US of the intrinsic and extrinsic wrist ligaments and triangular fibrocartilage complex--normal anatomy and imaging technique.,"Injuries of the intrinsic and extrinsic wrist ligaments can lead to chronic wrist pain and carpal instability, while injuries of the triangular fibrocartilage complex are a frequent cause of ulnar-sided wrist pain. Currently, magnetic resonance (MR) arthrography is the preferred imaging modality for the evaluation of these structures, but good results can also achieved with MR imaging without preceding arthrography and computed tomographic (CT) arthrography. Promising results have been published on ultrasonography (US) and sonoarthrography of the intrinsic wrist ligaments and the triangular fibrocartilage complex and on US of the majority of extrinsic wrist ligaments. Visualization of these structures can be achieved by using high-frequency linear transducers. US has the advantages of MR imaging and MR arthrography: lower cost, no known contraindication for imaging, and real-time technique with possible dynamic evaluation. This technique does not require imaging guided intraarticular injection of contrast medium prior to MR arthrography or CT arthrography and does not use ionizing radiation; however, US is operator dependent, which can be compensated for by using standardized imaging techniques. Supplemental material available at http://radiographics.rsna.org/lookup/suppl/doi:10.1148/rg.e44/-/DC1.","Radiographics : a review publication of the Radiological Society of North America, Inc",21078815,2010
The rate of triangular fibrocartilage injuries requiring surgical intervention.,"Triangular fibrocartilage complex injuries are one of the most common causes of ulnar-sided wrist pain. Although pain and discomfort may improve with simple immobilization for a short period of time, a significant number of patients eventually require surgical intervention. The purpose of this study was to investigate the incidence of surgical intervention on patients with a clinical diagnosis of a triangular fibrocartilage complex injury. A retrospective chart review was performed to identify patients with ulnar-sided wrist pain identified with the appropriate ICD-9 code from September 2005 to September 2007. All patients were evaluated and treated by a board-certified, fellowship-trained hand surgeon. Any patients with associated pathology were excluded from the study. All patients were initially treated with a minimum of 4 weeks of either a volar wrist splint worn all the time or a short-arm cast. Magnetic resonance images were obtained on patients without symptomatic relief, and in these cases, surgical arthroscopy was performed. Of the 84 patients identified, 36 patients required surgical intervention. All 36 patients had evidence of triangular fibrocartilage complex injury during arthroscopy. All patients had symptomatic improvement postoperatively. The use of short-arm cast versus a splint did not affect the rate of surgical intervention (P=.38). Among the patients with clinical diagnosis of triangular fibrocartilage complex injury, the rate of surgical intervention required after a minimum 4 weeks of immobilization was 43%. The use of a short-arm cast or volar wrist splint did not affect the rate of surgical intervention.",Orthopedics,21053893,2010
Ulnar impaction.,"Ulnar impaction syndrome is a common source of ulnar-sided wrist pain. It is a degenerative condition that occurs secondary to excessive load across the ulnocarpal joint, resulting in a spectrum of pathologic changes and symptoms. It may occur in any wrist but is usually associated with positive ulnar variance, whether congenital or acquired. The diagnosis of ulnar impaction syndrome is made by clinical examination and is supported by radiographic studies. Surgery is indicated if nonoperative treatment fails. Although a number of alternatives exist, the 2 primary surgical options are ulnar-shortening osteotomy or partial resection of the distal dome of the ulna (wafer procedure). This article discusses the etiology of ulnar impaction syndrome, and its diagnosis and treatment.",Hand clinics,20951904,2010
